Item_Id,Date,State_of_Country,Market_Category,Product_Category,Grade,Demand,High_Cap_Price,prediction
IT_265079,2014-01-19,0,3,0,0,0.1,5303,3264.025739922899
IT_265087,2014-01-19,0,268,0,2,1.4,10492,3142.7992360298977
IT_265107,2014-01-19,0,320,0,0,13.4,24706,4746.535003115567
IT_265139,2014-01-19,17,358,0,3,5.5,23464,13327.475943528241
IT_265142,2014-01-19,18,23,5,2,0.0,6222,1922.7115449794867
IT_265144,2014-01-19,18,23,9,2,0.0,3089,1242.8645478103078
IT_265148,2014-01-19,20,55,0,2,0.7,7389,3590.1739723056057
IT_265156,2014-01-19,20,389,0,2,1.4,16445,5687.278594548017
IT_265162,2014-01-19,20,137,0,0,0.7,17478,9684.946627588053
IT_265170,2014-01-19,3,74,0,0,6.0,16306,4813.098660618991
IT_265175,2014-01-19,21,330,10,2,2.3,13207,6451.78625675318
IT_265181,2014-01-19,21,37,0,0,2.0,12210,8515.870006634987
IT_265183,2014-01-19,21,443,0,0,1.3,11303,7956.127292425861
IT_265184,2014-01-19,21,310,0,0,1.7,11178,7361.226498763121
IT_265196,2014-01-19,21,446,10,0,19.8,12649,7008.970347831471
IT_265201,2014-01-19,21,274,10,0,0.8,17107,9010.227323008909
IT_265205,2014-01-19,21,356,14,0,4.5,15894,9287.419736803786
IT_265244,2014-01-20,0,268,0,2,0.2,10510,3121.109803931133
IT_265255,2014-01-20,0,294,0,2,7.2,31880,6746.351488095241
IT_265259,2014-01-20,0,450,0,0,1.7,20324,8278.438506197752
IT_265264,2014-01-20,0,320,0,0,13.2,19006,5391.233281804425
IT_265274,2014-01-20,1,83,0,0,322.1,10151,2277.784487834537
IT_265275,2014-01-20,1,132,0,0,230.6,12511,2311.6271674532136
IT_265294,2014-01-20,17,460,0,3,0.1,2121,638.1988594793314
IT_265315,2014-01-20,20,137,0,0,0.6,22820,4614.393896173607
IT_265317,2014-01-20,20,30,0,0,0.7,5572,2267.3809055600573
IT_265332,2014-01-20,21,296,0,0,1.1,11421,7607.144245003844
IT_265338,2014-01-20,21,443,0,0,1.4,11754,8255.914484017385
IT_265339,2014-01-20,21,310,0,0,1.1,11346,7556.103907005739
IT_265341,2014-01-20,21,444,0,0,0.6,12203,8587.825448866446
IT_265349,2014-01-20,21,355,0,2,1.7,12483,6892.755166508799
IT_265350,2014-01-20,21,446,10,0,19.9,11834,7340.450665396404
IT_265360,2014-01-20,21,231,15,0,0.8,13278,9417.894795275895
IT_265379,2014-01-20,5,90,0,0,46.8,10890,3159.5719984424627
IT_265382,2014-01-21,7,352,0,0,0.1,21240,13568.35262698413
IT_265417,2014-01-21,0,320,0,0,11.8,23935,4604.008233274298
IT_265448,2014-01-21,18,23,5,2,0.0,6181,1915.5130704310466
IT_265455,2014-01-21,20,55,0,2,0.2,7146,3592.307034374332
IT_265482,2014-01-21,21,296,0,0,0.0,12581,8008.54395423488
IT_265490,2014-01-21,21,310,0,0,1.7,10804,7144.7207070372315
IT_265495,2014-01-21,21,353,0,0,0.7,13460,8504.960671161623
IT_265499,2014-01-21,21,355,0,2,1.7,11789,6688.123246890406
IT_265500,2014-01-21,21,446,10,0,25.1,12279,7068.580756184948
IT_265504,2014-01-21,21,274,10,0,0.2,15870,8960.015328255333
IT_265507,2014-01-21,21,449,10,0,1.1,12739,7601.513270749862
IT_265533,2014-01-22,0,0,0,0,1.0,15920,5036.471289640084
IT_265566,2014-01-22,0,320,0,0,47.8,25240,5051.443934455393
IT_265568,2014-01-22,1,132,0,0,188.5,12361,2163.711010859807
IT_265575,2014-01-22,17,358,0,3,2.1,21648,6722.412915942412
IT_265577,2014-01-22,20,55,0,2,0.8,7533,3625.264547947065
IT_265581,2014-01-22,20,137,0,0,0.9,16698,8513.137620433228
IT_265611,2014-01-22,21,360,10,0,0.2,12869,7883.2024932736085
IT_265615,2014-01-22,5,90,0,0,125.2,10353,2965.51305605115
IT_265647,2014-01-23,0,294,0,2,3.6,14076,5200.376361411671
IT_265697,2014-01-23,17,38,0,3,69.7,21987,6694.9121150499
IT_265701,2014-01-23,18,23,5,1,0.0,6695,3677.625173595701
IT_265702,2014-01-23,18,23,5,0,0.0,4649,2726.2554447324405
IT_265703,2014-01-23,18,23,5,2,0.0,3022,987.0841625892008
IT_265720,2014-01-23,20,137,0,0,0.7,19932,4407.423192093969
IT_265734,2014-01-23,21,330,10,2,1.0,13839,6734.456365685658
IT_265736,2014-01-23,21,441,10,0,11.2,11754,7165.560594376675
