Item_Id,Date,State_of_Country,Market_Category,Product_Category,Grade,Demand,High_Cap_Price,prediction
IT_265079,2014-01-19,0,3,0,0,0.1,5303,3281.6496117582774
IT_265087,2014-01-19,0,268,0,2,1.4,10492,3371.9577101589935
IT_265107,2014-01-19,0,320,0,0,13.4,24706,5062.009410836117
IT_265139,2014-01-19,17,358,0,3,5.5,23464,9966.559276437563
IT_265142,2014-01-19,18,23,5,2,0.0,6222,1979.4911057342867
IT_265144,2014-01-19,18,23,9,2,0.0,3089,1441.6867906667057
IT_265148,2014-01-19,20,55,0,2,0.7,7389,3528.043163968736
IT_265156,2014-01-19,20,389,0,2,1.4,16445,5931.595905956688
IT_265162,2014-01-19,20,137,0,0,0.7,17478,6943.105779115639
IT_265170,2014-01-19,3,74,0,0,6.0,16306,5480.460675522859
IT_265175,2014-01-19,21,330,10,2,2.3,13207,6524.72468582818
IT_265181,2014-01-19,21,37,0,0,2.0,12210,7178.71497413791
IT_265183,2014-01-19,21,443,0,0,1.3,11303,7128.111358993742
IT_265184,2014-01-19,21,310,0,0,1.7,11178,6842.820338852497
IT_265196,2014-01-19,21,446,10,0,19.8,12649,7219.619795966801
IT_265201,2014-01-19,21,274,10,0,0.8,17107,7817.3606625522425
IT_265205,2014-01-19,21,356,14,0,4.5,15894,7376.181373916081
IT_265244,2014-01-20,0,268,0,2,0.2,10510,4149.608567844547
IT_265255,2014-01-20,0,294,0,2,7.2,31880,5198.82573372371
IT_265259,2014-01-20,0,450,0,0,1.7,20324,4530.432079743871
IT_265264,2014-01-20,0,320,0,0,13.2,19006,4477.063630990727
IT_265274,2014-01-20,1,83,0,0,322.1,10151,3021.081059460368
IT_265275,2014-01-20,1,132,0,0,230.6,12511,2547.866906865441
IT_265294,2014-01-20,17,460,0,3,0.1,2121,787.5007944147677
IT_265315,2014-01-20,20,137,0,0,0.6,22820,5486.956699436956
IT_265317,2014-01-20,20,30,0,0,0.7,5572,2855.118663376426
IT_265332,2014-01-20,21,296,0,0,1.1,11421,6904.79321834974
IT_265338,2014-01-20,21,443,0,0,1.4,11754,7065.362998086179
IT_265339,2014-01-20,21,310,0,0,1.1,11346,6926.083103857757
IT_265341,2014-01-20,21,444,0,0,0.6,12203,7514.146307331808
IT_265349,2014-01-20,21,355,0,2,1.7,12483,6622.645567706325
IT_265350,2014-01-20,21,446,10,0,19.9,11834,7246.867795464376
IT_265360,2014-01-20,21,231,15,0,0.8,13278,7777.533982379059
IT_265379,2014-01-20,5,90,0,0,46.8,10890,4426.346290969167
IT_265382,2014-01-21,7,352,0,0,0.1,21240,12657.79039935154
IT_265417,2014-01-21,0,320,0,0,11.8,23935,4994.86502284787
IT_265448,2014-01-21,18,23,5,2,0.0,6181,1990.5168332983894
IT_265455,2014-01-21,20,55,0,2,0.2,7146,3755.782482661029
IT_265482,2014-01-21,21,296,0,0,0.0,12581,7407.4630670409415
IT_265490,2014-01-21,21,310,0,0,1.7,10804,6708.756728491082
IT_265495,2014-01-21,21,353,0,0,0.7,13460,7493.23584086499
IT_265499,2014-01-21,21,355,0,2,1.7,11789,6577.881015435181
IT_265500,2014-01-21,21,446,10,0,25.1,12279,7203.400932291022
IT_265504,2014-01-21,21,274,10,0,0.2,15870,7840.227143548596
IT_265507,2014-01-21,21,449,10,0,1.1,12739,7327.25873372791
IT_265533,2014-01-22,0,0,0,0,1.0,15920,5683.428390421218
