Item_Id,Low_Cap_Price
IT_265079,2419.155251
IT_265087,4103.560749
IT_265107,11156.92073
IT_265139,10211.14786
IT_265142,2986.883303
IT_265144,1730.024076
IT_265148,3479.812199
IT_265156,7723.491351
IT_265162,8762.537158
IT_265170,7415.341134
IT_265175,6577.376007
IT_265181,6423.442431
IT_265183,6388.615638
IT_265184,6216.027927
IT_265196,7248.676335
IT_265201,9040.103327
IT_265205,8692.699217
IT_265244,4111.47297
IT_265255,13448.57097
IT_265259,9363.035987
IT_265264,8672.509857
IT_265274,4631.247049
IT_265275,5708.473215
IT_265294,999.3726265
IT_265315,11090.92557
IT_265317,3478.147501
IT_265332,6309.546356
IT_265338,6585.184524
IT_265339,6289.286335
IT_265341,6781.819529
IT_265349,6012.287283
IT_265350,6893.44202
IT_265360,7468.88132
IT_265379,5158.423415
IT_265382,9996.600002
IT_265417,10820.95887
IT_265448,2969.012899
IT_265455,3373.925149
IT_265482,6815.209146
IT_265490,6053.014975
IT_265495,7248.901079
IT_265499,5709.798009
IT_265500,7087.112343
IT_265504,8500.973508
IT_265507,7291.606632
IT_265533,7044.004582
IT_265566,11387.76041
IT_265568,5645.432974
IT_265575,9419.808653
IT_265577,3542.570988
IT_265581,8422.55251
IT_265611,7269.301251
IT_265615,4920.008419
IT_265647,5688.657122
IT_265697,9279.701807
IT_265701,3599.294373
IT_265702,3113.765268
IT_265703,1592.12008
IT_265720,9832.146205
IT_265734,6852.913978
IT_265736,6854.617161
IT_265740,6420.313596
IT_265742,6623.107773
IT_265747,6962.555424
IT_265751,6822.282039
IT_265757,9218.775357
IT_265792,6323.184685
IT_265816,6208.284213
IT_265819,2673.403755
IT_265866,14003.63948
IT_265869,9425.849621
IT_265874,2916.054364
IT_265880,2457.706718
IT_265905,6666.81693
IT_265911,6439.938566
IT_265922,8633.453788
IT_265927,8405.828795
IT_265932,9027.12625
IT_265935,6957.910952
IT_265948,4833.548121
IT_265966,5730.404758
IT_265976,3785.782913
IT_265999,8496.567118
IT_266030,6054.406071
IT_266056,2292.446673
IT_266058,3322.521046
IT_266060,1569.019314
IT_266069,2212.326677
IT_266096,11329.58867
IT_266103,6961.035911
IT_266111,6375.106994
IT_266115,6763.360245
IT_266124,8700.135348
IT_266128,9131.480413
IT_266132,7108.988406
IT_266137,6637.126234
IT_266141,3768.96419
IT_266155,15090.10095
IT_266157,13708.81552
IT_266166,6191.984212
IT_266175,3881.550642
IT_266188,5445.703341
IT_266255,683.5246623
IT_266258,2367.52126
IT_266264,2944.979893
IT_266281,11437.38705
IT_266298,7173.290326
IT_266299,6581.470601
IT_266307,6022.50453
IT_266318,6581.498277
IT_266322,8441.662732
IT_266324,6679.548694
IT_266334,6901.24285
IT_266338,3658.832621
IT_266354,10248.04531
IT_266366,2026.006368
IT_266376,4013.942018
IT_266402,7170.505085
IT_266413,5229.134146
IT_266453,1130.97649
IT_266498,6857.305952
IT_266499,2948.684081
IT_266506,6401.73912
IT_266514,6344.286603
IT_266523,8420.294307
IT_266532,6949.456806
IT_266536,6978.385424
IT_266537,6359.03976
IT_266541,3715.559097
IT_266556,12471.85337
IT_266557,14233.28497
IT_266571,2276.913056
IT_266578,2867.330833
IT_266594,6764.231802
IT_266650,8810.843206
IT_266665,1893.301764
IT_266667,8308.990075
IT_266671,3647.60298
IT_266684,8252.085427
IT_266700,6377.856095
IT_266703,6759.573591
IT_266715,8028.437175
IT_266731,8540.22226
IT_266741,6213.935885
IT_266744,6418.131358
IT_266752,6401.805384
IT_266786,11442.14865
IT_266806,6207.159515
IT_266825,11738.58182
IT_266833,2787.448802
IT_266836,2032.404741
IT_266842,2244.608448
IT_266855,6039.230294
IT_266915,11041.9387
IT_266927,9262.192116
IT_266950,7540.875654
IT_266955,12027.56291
IT_266974,6804.985662
IT_266977,6402.931669
IT_266981,6174.158744
IT_266983,6125.123831
IT_266988,6576.324792
IT_266993,5528.864645
IT_266994,6833.411357
IT_266996,8476.526256
IT_266999,6374.846764
IT_267001,8526.588249
IT_267003,6652.348408
IT_267004,6250.470851
IT_267019,2997.753472
IT_267026,14497.02992
IT_267049,4048.436357
IT_267067,2553.036292
IT_267121,9832.38803
IT_267125,1839.690552
IT_267130,3281.780142
IT_267169,6236.169009
IT_267181,7072.295053
IT_267189,6178.150848
IT_267194,7274.514944
IT_267202,4216.682871
IT_267243,2536.88156
IT_267326,6136.786573
IT_267328,6154.86145
IT_267333,5278.684549
IT_267401,2454.525583
IT_267411,5527.251495
IT_267468,1648.346473
IT_267471,4762.675675
IT_267474,5282.376724
IT_267476,3951.802369
IT_267495,10290.17763
